"Student Number","Score","Subject","High School","Graduating cohort year","AP Status","FRPL status","Ethnicity","Gender","Teacher Name"
201823614,1,"US History","NDHS",2022,"Fail","F","Black","F","Lee"
208225839,2,"US History","NDHS",2022,"Fail","P","Black","M","Lee"
200051324,5,"US History","NDHS",2022,"Pass","F","Black","F","Lee"
206026312,2,"US History","NDHS",2022,"Fail","F","Black","F","Lee"
204909022,3,"US History","NDHS",2022,"Pass","R","Black","M","Lee"
203371976,2,"US History","NDHS",2022,"Fail","FDC","Black","F","Lee"
205192396,2,"US History","NDHS",2023,"Fail","F","Black","M","Lee"
275279198,4,"US History","NDHS",2022,"Pass","R","Hispanic","M","Lee"
205810427,3,"US History","NDHS",2022,"Pass","FDC","Black","F","Lee"
274561943,2,"US History","NDHS",2022,"Fail","FDC","Hispanic","M","Lee"
209471101,2,"US History","NDHS",2022,"Fail","R","Hispanic","M","Lee"
203023718,4,"US History","NDHS",2022,"Pass","P","Black","F","Lee"
217156264,1,"US History","NDHS",2022,"Fail","FDC","Black","F","Lee"
274863513,3,"US History","NDHS",2022,"Pass","R","Black","M","Lee"
202996872,2,"US History","NDHS",2022,"Fail","R","Black","M","Lee"
205727332,3,"US History","NDHS",2022,"Pass","FDC","Black","F","Lee"
207774696,2,"US History","NDHS",2022,"Fail","P","Black","F","Lee"
215509670,3,"US History","NDHS",2022,"Pass","FDC","Black","F","Lee"
206165276,2,"US History","NDHS",2022,"Fail","F","Black","F","Lee"
271100018,1,"US History","NDHS",2022,"Fail","P","Hispanic","F","Lee"
305001360,3,"World History","UDC-HS",2023,"Pass","FDC","Black","F","Maestas"
700000001,4,"World History","UDC-HS",2023,"Pass","P","Black","F","Maestas"
205174782,3,"World History","NDHS",2023,"Pass","F","Black","F","Monteiro"
401000016,4,"World History","UDC-HS",2023,"Pass","R","Black","F","Maestas"
206404378,3,"World History","NDHS",2023,"Pass","R","Black","F","Monteiro"
401000024,2,"World History","UDC-HS",2023,"Fail","R","Black","F","Maestas"
700000023,2,"World History","UDC-HS",2023,"Fail","R","Black","F","Maestas"
401000031,2,"World History","UDC-HS",2023,"Fail","FDC","Black","F","Maestas"
401000033,3,"World History","UDC-HS",2023,"Pass","F","Black","M","Maestas"
305001370,2,"World History","UDC-HS",2023,"Fail","P","Black","F","Maestas"
401000039,3,"World History","UDC-HS",2023,"Pass","F","Black","F","Maestas"
301001154,3,"World History","UDC-HS",2023,"Pass","R","Black","F","Maestas"
401000043,3,"World History","UDC-HS",2023,"Pass","FDC","Black","F","Maestas"
219498318,1,"World History","NDHS",2023,"Fail","F","Black","F","Monteiro"
205593676,1,"World History","NDHS",2023,"Fail","FDC","Hispanic","F","Monteiro"
274858554,1,"World History","NDHS",2023,"Fail","F","Black","F","Monteiro"
700000043,3,"World History","UDC-HS",2023,"Pass","P","Black","F","Maestas"
401000048,2,"World History","UDC-HS",2023,"Fail","R","Black","M","Maestas"
401000049,4,"World History","UDC-HS",2023,"Pass","R","Black","M","Maestas"
204258966,3,"World History","NDHS",2023,"Pass","FDC","Hispanic","F","Monteiro"
302001007,3,"World History","UDC-HS",2023,"Pass","F","Black","F","Maestas"
302001008,3,"World History","UDC-HS",2023,"Pass","F","Black","M","Maestas"
201827722,3,"World History","NDHS",2023,"Pass","F","Black","F","Monteiro"
401000063,4,"World History","UDC-HS",2023,"Pass","FDC","Hispanic","F","Maestas"
205461395,2,"World History","REH",2023,"Fail","F","Black","M","Oktani"
204006076,1,"World History","REH",2023,"Fail","R","Black","M","Oktani"
205004575,4,"World History","REH",2023,"Pass","F","Black","M","Oktani"
204611578,2,"World History","REH",2023,"Fail","R","Black","M","Oktani"
204407365,1,"World History","REH",2023,"Fail","F","Black","M","Oktani"
204329361,3,"World History","REH",2023,"Pass","F","Black","F","Oktani"
214848822,3,"World History","REH",2023,"Pass","F","Black","F","Oktani"
204843601,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
204899629,2,"World History","REH",2024,"Fail","R","Black","F","Oktani"
203694971,4,"World History","REH",2023,"Pass","P","Hispanic","M","Oktani"
203694989,4,"World History","REH",2023,"Pass","P","Hispanic","M","Oktani"
203571559,2,"World History","REH",2023,"Fail","F","Black","F","Oktani"
214892051,3,"World History","REH",2023,"Pass","F","Black","F","Oktani"
204373591,1,"World History","REH",2023,"Fail","R","Black","F","Oktani"
205909583,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
208208967,3,"World History","REH",2023,"Pass","F","Black","F","Oktani"
204964902,2,"World History","REH",2023,"Fail","R","Black","F","Oktani"
274765734,2,"World History","REH",2023,"Fail","F","Black","M","Oktani"
268864865,2,"World History","REH",2023,"Fail","F","Black","F","Oktani"
204772024,4,"World History","REH",2023,"Pass","F","Black","M","Oktani"
207903279,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
205808363,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
206165508,1,"World History","REH",2023,"Fail","R","Black","F","Oktani"
205056336,3,"World History","REH",2023,"Pass","F","Asian","M","Oktani"
203061916,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
205376163,3,"World History","REH",2023,"Pass","F","Black","M","Oktani"
206441545,2,"World History","REH",2023,"Fail","F","Black","F","Oktani"
205192107,3,"World History","REH",2023,"Pass","P","Black","M","Oktani"
205041064,2,"World History","REH",2023,"Fail","F","Black","F","Oktani"
207907494,3,"World History","REH",2023,"Pass","F","Hispanic","M","Oktani"
204287536,2,"World History","REH",2023,"Fail","F","Black","M","Oktani"
205904881,3,"World History","REH",2024,"Pass","F","Black","M","Oktani"
204111702,2,"World History","REH",2023,"Fail","P","Black","M","Oktani"
206737116,4,"World History","REH",2023,"Pass","F","Black","F","Oktani"
206344277,2,"World History","REH",2023,"Fail","F","Black","F","Oktani"
206316473,1,"World History","REH",2023,"Fail","F","Black","F","Oktani"
303000116,1,"World History","UDC-HS",2022,"Fail","P","Black","F","Maestas"
301001089,1,"World History","UDC-HS",2022,"Fail","F","Black","F","Maestas"
301001092,1,"World History","UDC-HS",2022,"Fail","F","Black","M","Maestas"
303000131,1,"World History","UDC-HS",2022,"Fail","R","Black","F","Maestas"
142021427,1,"World History","UDC-HS",2022,"Fail","P","Black","F","Maestas"
303000142,1,"World History","UDC-HS",2022,"Fail","P","Black","M","Maestas"
301001371,1,"World History","UDC-HS",2022,"Fail","R","Black","F","Maestas"
301001155,1,"World History","UDC-HS",2022,"Fail","P","Black","M","Maestas"
306001140,2,"World History","UDC-HS",2022,"Fail","F","Black","F","Maestas"
303000119,2,"World History","UDC-HS",2022,"Fail","R","Black","F","Maestas"
301200010,2,"World History","UDC-HS",2022,"Fail","F","Hispanic","M","Maestas"
301001091,2,"World History","UDC-HS",2022,"Fail","P","Black","F","Maestas"
302001001,2,"World History","UDC-HS",2022,"Fail","R","Black","F","Maestas"
301001053,2,"World History","UDC-HS",2022,"Fail","F","Black","F","Maestas"
301001058,2,"World History","UDC-HS",2022,"Fail","P","Black","M","Maestas"
301001368,2,"World History","UDC-HS",2022,"Fail","P","Black","F","Maestas"
301001142,2,"World History","UDC-HS",2022,"Fail","R","Black","F","Maestas"
301001066,2,"World History","UDC-HS",2022,"Fail","P","Black","F","Maestas"
303000145,2,"World History","UDC-HS",2022,"Fail","R","Black","M","Maestas"
301001108,2,"World History","UDC-HS",2022,"Fail","F","Black","M","Maestas"
303000151,2,"World History","UDC-HS",2022,"Fail","FDC","Hispanic","F","Maestas"
303000108,2,"World History","UDC-HS",2022,"Fail","FDC","Black","F","Maestas"
301001140,2,"World History","UDC-HS",2022,"Fail","FDC","Black","F","Maestas"
301200011,2,"World History","UDC-HS",2022,"Fail","FDC","Black","F","Maestas"
303000105,3,"World History","UDC-HS",2022,"Pass","P","Black","F","Maestas"
301001329,3,"World History","UDC-HS",2022,"Pass","P","Black","F","Maestas"
301001093,3,"World History","UDC-HS",2022,"Pass","F","Black","F","Maestas"
303000132,3,"World History","UDC-HS",2022,"Pass","F","Hispanic","M","Maestas"
401000071,3,"World History","UDC-HS",2022,"Pass","P","Asian","M","Maestas"
301001067,3,"World History","UDC-HS",2022,"Pass","F","Black","M","Maestas"
301001068,3,"World History","UDC-HS",2022,"Pass","F","Black","M","Maestas"
301001076,3,"World History","UDC-HS",2022,"Pass","FDC","Black","M","Maestas"
306001101,3,"World History","UDC-HS",2022,"Pass","F","Black","F","Maestas"
301001086,4,"World History","UDC-HS",2022,"Pass","FDC","Black","F","Maestas"
301001309,4,"World History","UDC-HS",2022,"Pass","FDC","Black","F","Maestas"
